r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win,start_time
114,104,76,27,60,4,15,65,64,7,False,1508493732
25,12,36,64,51,54,13,14,119,68,False,1532275182
12,55,106,103,87,25,42,9,83,3,True,1530359843
73,45,119,78,30,9,41,92,5,112,True,1532185415
12,72,108,91,3,10,47,69,68,100,True,1526667057
76,77,2,101,26,52,56,108,51,3,True,1527876715
10,78,52,85,21,46,120,56,5,30,True,1531148908
39,63,64,60,86,36,40,69,83,100,True,1507731752
13,63,6,16,112,1,9,38,60,37,True,1509639149
46,9,57,52,85,114,22,38,86,37,True,1528365883
19,39,104,3,31,10,49,16,68,107,True,1513576742
48,21,108,86,100,114,34,16,103,87,False,1526231130
54,13,30,29,60,19,47,55,112,107,True,1510603939
11,43,51,119,16,46,72,2,101,86,False,1526983885
10,65,38,103,3,114,39,2,85,101,False,1530531143
8,21,39,71,64,93,92,55,23,68,True,1526404212
1,47,69,30,52,41,35,102,16,68,True,1526586924
73,55,36,60,64,1,33,92,71,75,False,1509472637
109,13,16,60,68,94,57,38,66,100,False,1514477775
53,41,114,101,71,44,7,9,65,30,True,1507558058
95,45,14,30,7,41,36,38,32,64,False,1532773714
44,43,120,66,3,95,25,2,21,37,True,1528124852
54,34,65,27,14,63,19,69,68,100,True,1517251571
18,47,40,107,27,4,13,108,88,75,False,1508070576
12,25,33,75,100,49,36,19,5,88,False,1532588425
1,13,78,7,3,72,43,108,107,87,False,1510311652
52,49,38,103,79,41,22,9,64,89,False,1530353052
76,19,29,68,89,95,43,102,62,86,True,1523170089
19,22,21,85,101,77,43,106,70,30,False,1533550234
69,76,54,101,27,21,6,49,53,83,False,1530778881
17,47,29,30,107,15,44,97,100,112,False,1510587438
76,54,38,88,87,72,15,108,86,84,False,1510389214
67,70,21,37,101,73,36,78,30,20,False,1532194875
17,36,19,83,86,1,5,33,23,68,False,1533284731
16,19,59,85,87,39,63,69,50,107,False,1513240670
10,76,61,23,68,80,15,38,64,85,True,1513357334
47,81,45,60,75,61,54,13,64,71,False,1508314550
93,29,43,50,107,94,40,58,60,84,False,1511170540
9,63,38,92,23,1,39,78,112,107,True,1510383826
109,47,51,88,30,19,69,13,64,32,True,1510824448
46,93,38,5,75,63,106,9,30,88,True,1533224705
12,106,2,22,30,1,49,38,101,37,True,1530185725
47,4,43,68,21,67,56,97,112,37,False,1531930857
114,25,51,89,30,17,12,16,37,107,True,1530266574
17,6,52,4,60,77,25,16,107,37,True,1528141845
46,40,58,100,3,74,70,9,107,30,False,1532358660
56,49,58,16,64,6,11,21,119,29,False,1532761441
18,9,55,7,3,1,40,69,112,87,False,1509459222
19,43,69,86,84,13,96,12,62,87,True,1510821182
8,39,23,104,119,15,10,2,100,68,True,1525782103
114,57,47,14,30,94,38,78,86,83,False,1510599969
81,120,49,7,30,54,92,108,100,68,False,1523431100
9,47,19,88,119,46,92,23,64,29,True,1533023657
76,43,57,27,23,42,35,78,86,84,True,1511071563
109,40,45,27,7,4,36,108,51,31,False,1508413243
43,93,57,101,37,48,74,60,66,89,True,1528380549
17,54,13,3,30,49,58,15,86,100,True,1511193672
10,45,78,64,85,25,41,38,91,30,True,1531420614
48,21,57,3,14,109,78,43,75,51,True,1510679300
93,43,52,16,87,108,15,92,89,64,True,1528355337
1,108,101,60,86,109,47,78,112,16,False,1510734937
43,1,51,101,64,12,102,47,91,30,False,1527874433
34,70,51,107,112,20,13,58,100,86,False,1510159529
48,45,108,30,60,11,15,12,112,23,False,1525796388
82,11,51,85,101,1,69,39,3,84,True,1511857726
49,79,85,52,14,63,15,58,3,88,False,1513091384
114,43,57,68,107,40,13,104,75,7,True,1507389030
74,81,104,68,7,1,47,69,16,86,False,1510989335
93,21,69,89,27,56,13,2,86,23,True,1525804206
44,9,34,29,30,52,10,58,62,85,False,1531324574
8,23,13,100,37,52,10,16,51,75,False,1526998893
21,63,45,86,71,72,47,65,16,112,False,1513017218
46,36,64,23,27,11,9,13,60,87,True,1507540432
39,54,38,103,30,34,8,60,89,87,True,1523176623
48,21,108,112,60,35,2,15,71,87,True,1526422283
13,21,20,69,3,11,81,38,112,85,True,1510420264
46,4,104,69,84,64,34,77,103,37,False,1516269899
13,54,97,112,66,98,9,58,107,79,False,1511120059
49,67,38,101,37,48,52,51,91,87,False,1530781077
11,69,15,28,3,34,19,57,87,83,False,1511001270
10,43,29,3,107,39,19,78,7,87,True,1513081135
34,19,41,16,3,23,54,58,100,79,True,1514194490
34,81,41,27,88,67,101,22,65,100,True,1516525943
40,13,45,7,31,59,36,47,51,26,False,1507376497
72,43,120,20,89,10,21,104,88,64,False,1526411756
98,35,60,19,87,94,81,38,100,3,True,1513360818
73,63,92,65,28,12,36,75,64,88,True,1506703024
25,6,21,60,3,48,39,29,85,26,True,1530621477
94,9,69,79,28,81,61,13,50,16,True,1511116307
94,72,38,23,68,12,39,69,84,30,True,1513681620
93,49,58,62,91,98,18,16,65,85,True,1513346972
34,81,57,107,68,109,15,39,27,51,False,1510815866
61,72,65,112,60,76,12,88,23,68,False,1506697567
10,106,55,16,3,48,80,97,51,20,False,1512846144
95,41,29,51,87,12,9,16,65,68,True,1507583095
63,9,29,100,68,74,70,38,51,27,False,1513955125
