r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win,start_time
53,63,34,51,112,15,78,17,16,86,True,1519441960
2,74,109,37,88,11,41,104,100,3,True,1516255186
76,49,19,100,68,52,77,29,86,88,False,1518358303
11,20,29,28,51,94,109,88,103,27,True,1516197658
61,49,12,60,87,11,98,13,89,20,False,1519292940
17,72,29,89,87,34,15,19,37,3,False,1519541651
11,41,16,66,68,19,76,29,90,89,False,1521182959
12,61,57,16,58,8,34,78,51,3,True,1516309544
90,74,114,14,84,12,110,58,34,21,False,1539356030
12,9,6,112,100,67,74,96,19,50,False,1539760508
106,62,56,88,119,82,67,55,87,32,False,1539360282
39,72,38,91,87,11,102,99,30,83,True,1524258180
13,49,104,100,68,72,45,38,66,28,True,1524233037
12,108,43,89,87,4,45,19,100,3,True,1524265896
48,52,78,51,87,95,106,38,89,64,True,1527091498
77,43,108,21,88,18,49,38,52,37,False,1527069585
52,18,108,30,100,53,72,76,28,87,True,1524315942
43,10,120,66,26,12,39,23,69,64,True,1527156100
69,49,47,16,3,45,2,93,66,101,False,1527160301
52,8,88,103,30,10,49,57,107,87,True,1524401504
49,77,57,89,52,109,23,65,88,30,True,1524393262
52,106,93,85,16,48,17,89,37,60,True,1527090826
4,25,79,16,62,93,43,120,66,86,False,1527159507
25,77,108,79,119,43,57,48,100,26,True,1524218872
72,92,16,52,62,13,15,45,22,71,True,1524218809
109,53,19,16,37,10,76,55,100,87,False,1524292060
72,108,12,100,30,114,65,19,53,86,True,1524344352
95,76,87,104,103,48,25,38,100,30,False,1524361170
54,13,104,107,3,46,49,19,66,84,False,1524316052
10,43,60,103,79,67,49,52,57,66,True,1527272416
48,72,16,68,86,53,77,52,92,7,False,1524419571
72,39,77,85,86,34,57,54,3,51,True,1527108659
1,49,120,79,51,41,43,78,37,100,True,1527077525
19,114,97,89,27,49,18,108,16,68,True,1524397371
108,41,35,16,87,8,57,97,100,86,False,1524274099
49,76,29,51,87,93,43,38,89,64,False,1527253520
93,72,69,16,37,52,40,90,38,103,True,1527439172
54,52,57,100,30,39,12,49,66,86,False,1524230060
12,74,53,37,88,49,52,16,77,50,True,1527167722
12,76,28,53,21,46,106,108,51,87,False,1527175283
40,76,38,103,3,94,72,60,51,64,True,1527343117
61,38,52,50,107,108,76,54,30,7,True,1524319226
40,23,38,37,103,52,15,69,16,85,True,1527433842
10,38,49,16,27,46,72,53,62,87,False,1527073297
76,95,57,107,3,25,43,78,91,86,False,1524431084
72,120,49,103,3,52,4,99,90,16,True,1527179071
109,69,13,16,3,76,80,57,26,103,True,1524435103
12,22,19,119,50,25,54,53,2,107,False,1524416089
17,67,55,16,37,25,93,2,66,79,True,1527156088
39,41,19,64,100,47,72,102,30,103,True,1524225817
48,47,28,100,119,25,61,78,30,107,True,1524312230
48,19,60,89,119,76,54,29,91,87,False,1524347497
39,69,49,51,79,52,72,41,60,30,False,1527074850
46,43,13,37,16,17,77,100,102,68,False,1524287416
48,49,120,86,68,55,17,77,16,37,True,1527415843
95,43,69,16,87,77,49,78,101,89,True,1527257827
72,108,43,100,30,109,80,33,87,107,True,1524358490
10,25,120,64,89,53,38,93,100,86,True,1527171071
48,13,102,120,3,41,43,38,23,86,True,1524324405
95,80,57,110,89,48,52,19,16,86,True,1524271353
17,15,22,68,83,52,41,55,30,16,False,1524261343
52,72,57,103,3,38,47,67,100,37,True,1527087180
52,95,57,100,64,25,19,54,86,79,True,1524221581
49,67,100,57,68,69,12,15,90,21,False,1527094348
8,102,47,53,86,35,54,64,78,30,True,1524233572
95,13,89,15,86,109,57,52,7,87,True,1524337069
52,94,55,79,16,109,13,29,7,86,True,1524358601
52,49,57,51,3,46,72,16,78,87,True,1527339680
106,43,89,64,88,48,49,52,51,87,False,1527079985
10,25,120,89,87,49,52,55,16,3,False,1527419667
100,54,69,92,87,43,80,108,68,16,True,1524409865
19,10,69,100,37,76,54,16,103,30,True,1524405474
12,43,2,103,79,52,72,92,100,51,False,1527349136
48,43,58,51,86,81,76,57,7,87,True,1524334068
94,77,43,60,87,49,55,81,16,85,False,1527268027
93,43,120,89,87,72,13,23,26,103,False,1527095378
13,69,47,16,68,109,25,89,100,86,False,1524240537
94,72,69,100,30,48,21,52,79,28,False,1527085685
39,54,38,16,87,15,29,72,64,51,True,1527083822
114,45,108,62,3,59,23,49,37,86,True,1524354478
63,49,52,16,87,15,45,72,3,103,True,1527098546
76,41,102,7,68,109,20,92,100,101,True,1524270702
48,98,78,79,88,10,23,108,103,3,True,1527099390
93,92,2,101,79,67,47,60,37,51,True,1527082105
43,92,60,64,100,72,106,89,66,87,True,1527163020
109,49,52,96,68,95,53,65,86,20,False,1524326898
94,72,52,51,37,48,43,102,16,87,True,1527102058
95,52,120,26,88,11,77,51,86,119,False,1524395351
25,52,99,90,16,43,72,2,100,37,True,1527107282
39,80,49,110,16,106,10,108,51,87,True,1527263346
95,92,69,62,87,10,49,16,28,3,True,1527423444
109,19,33,89,87,41,106,65,16,30,False,1524261737
54,25,7,28,30,81,43,63,16,52,False,1524244559
80,47,15,86,100,44,52,97,60,68,True,1524330358
72,106,55,86,3,39,43,77,87,51,True,1527104269
10,49,69,91,84,94,72,106,86,85,True,1527070024
10,15,69,78,86,109,53,19,120,30,True,1524391182
49,54,102,26,88,11,19,47,3,107,False,1524308836
93,55,43,64,51,23,80,86,60,85,False,1527352931
67,23,65,86,84,77,15,52,2,3,False,1527356626
54,52,38,26,91,12,43,102,119,30,True,1524304904
94,43,16,65,3,72,25,19,89,52,False,1524430436
57,98,54,7,3,109,23,53,16,30,False,1524433823
43,41,108,100,64,95,76,65,119,89,False,1524355143
18,43,101,16,87,12,49,92,52,86,True,1527429939
45,41,90,108,87,8,76,65,100,30,False,1524438246
12,52,57,86,28,39,43,16,110,71,True,1524214905
98,95,19,107,87,109,15,49,119,100,False,1524258436
1,47,38,86,107,10,45,104,16,37,True,1524276579
46,43,65,68,60,54,76,108,62,87,True,1524267557
8,19,102,62,87,54,55,49,3,86,False,1524351445
39,67,55,16,85,17,12,2,101,111,True,1527163608
35,38,72,64,107,48,53,49,78,86,False,1527183390
48,15,38,120,3,81,43,69,86,83,True,1524319863
109,49,100,16,68,72,22,104,89,30,False,1524229500
15,80,52,91,30,43,58,86,19,100,True,1524412945
54,25,38,52,89,95,13,65,100,30,True,1524427396
76,23,58,64,100,109,80,69,107,87,False,1524280455
10,47,28,50,20,109,19,78,62,30,True,1524398707
82,22,62,5,36,59,105,119,7,47,True,1538458809
109,11,104,31,7,17,72,57,101,91,False,1525367334
8,43,78,87,31,54,19,47,16,75,True,1521741887
43,55,26,72,51,44,25,52,16,79,False,1527429448
35,81,57,30,102,22,15,108,16,3,True,1522257030
11,95,16,7,114,47,44,74,37,30,True,1499106224
93,44,108,23,20,13,96,54,100,27,False,1523470287
11,77,96,52,3,57,98,49,101,16,True,1528618011
13,12,53,107,27,44,18,65,71,37,True,1503600674
56,74,102,119,41,25,42,14,2,27,True,1525375386
18,110,43,37,23,35,81,2,100,64,True,1503507756
73,48,52,78,110,106,34,5,88,3,False,1530361821
46,15,108,100,30,49,8,16,27,28,True,1523553369
54,74,7,84,111,35,41,55,87,28,False,1499977785
81,75,36,27,2,67,53,22,51,68,False,1521744199
41,76,100,57,31,15,49,97,23,64,True,1522775927
48,39,108,103,87,12,43,45,16,3,False,1528618589
113,74,39,57,87,25,10,68,7,23,False,1498585057
72,47,19,28,30,44,43,16,38,27,False,1524078223
18,40,27,32,36,45,56,53,30,107,False,1503424223
81,43,108,103,111,10,35,41,37,31,True,1528568826
72,69,39,87,107,42,43,108,27,16,False,1521569253
35,9,41,85,27,43,8,38,91,64,False,1522260868
12,9,89,65,30,93,80,38,21,37,False,1528649723
77,63,54,91,3,60,64,20,40,27,True,1522691941
95,38,49,64,37,43,33,54,21,30,True,1528623256
95,74,47,7,37,18,40,55,35,90,True,1499101832
25,72,69,103,87,54,38,47,37,16,False,1528574858
22,81,47,16,87,40,49,108,64,27,True,1523298051
4,114,97,110,111,106,25,9,16,37,False,1529842369
56,22,99,64,26,74,114,120,16,101,False,1524676043
54,43,51,16,87,1,19,34,26,89,True,1521573376
94,114,75,69,20,12,25,60,29,86,False,1524768648
6,36,21,27,26,76,86,96,43,30,False,1522433664
54,35,29,23,30,42,76,41,87,14,True,1522438071
6,53,45,58,64,16,18,39,87,107,True,1522262984
72,106,52,60,30,101,77,100,38,64,True,1527409532
15,47,16,102,3,6,92,63,89,26,False,1524765943
4,48,29,42,79,74,93,21,38,26,False,1528544767
93,76,16,30,51,49,72,2,37,101,True,1528639872
54,25,108,9,79,95,19,120,16,87,False,1523467447
72,23,96,60,87,25,4,52,37,88,False,1528558930
25,10,51,23,68,113,39,13,16,86,False,1500134866
109,108,22,27,20,35,43,69,84,60,False,1521998184
94,39,108,31,16,12,33,19,5,51,False,1524508916
11,6,65,50,51,95,74,99,90,7,True,1499628502
39,54,33,68,103,11,48,29,51,26,True,1524681880
43,19,47,30,51,11,54,21,88,27,False,1522089108
10,120,11,30,68,48,25,51,119,79,True,1522689512
46,72,51,103,30,74,33,42,110,87,False,1522861897
8,39,96,79,102,94,47,13,16,68,True,1522084133
74,53,95,88,27,4,35,16,64,23,True,1503838952
8,43,69,3,86,114,49,101,16,29,False,1528564385
28,25,29,27,60,8,38,43,86,68,False,1522260166
48,34,52,29,3,47,72,55,64,86,True,1525972308
110,76,56,37,87,41,11,2,86,23,False,1503775152
40,8,71,99,50,75,70,55,16,64,False,1503342700
12,99,39,30,51,25,48,29,16,86,False,1527187312
74,54,108,30,64,95,25,104,89,87,False,1522603629
113,109,65,88,37,11,67,57,27,51,False,1502220649
18,21,120,88,86,10,54,101,52,29,False,1527009187
9,6,99,16,30,106,54,2,86,83,True,1530348414
93,52,38,86,91,110,41,64,66,102,True,1525885856
8,119,27,51,86,41,40,99,64,20,True,1521744825
113,102,72,37,3,1,12,108,21,87,False,1522952917
9,108,52,27,87,17,19,43,14,71,False,1524161336
34,80,52,69,87,63,43,96,103,3,False,1528577617
39,44,55,28,87,10,92,102,64,86,False,1525280824
10,61,60,3,79,21,93,51,103,37,False,1528574260
76,12,108,100,26,48,21,99,5,14,False,1523556186
48,108,21,68,87,52,114,53,38,3,False,1524594367
4,21,120,101,3,10,43,102,16,30,False,1528544661
113,13,58,23,83,77,61,88,75,87,True,1501442208
8,43,57,16,27,41,34,13,87,20,False,1522174242
93,19,120,86,30,41,47,16,64,3,True,1524589821
46,77,38,66,75,95,72,78,30,88,True,1524762564
15,35,88,101,71,49,97,8,36,27,True,1499620871
73,68,2,110,86,54,49,51,14,101,True,1523040354
80,101,2,21,103,114,39,108,75,16,False,1528620015
21,6,38,30,87,44,52,120,69,50,False,1524158088
63,22,78,79,16,49,15,120,66,119,False,1523208557
106,40,96,88,50,6,92,13,60,84,False,1502212570
11,20,16,37,51,76,41,21,28,5,True,1499974857
35,55,41,87,51,6,92,13,7,119,False,1522439697
76,1,69,64,27,11,44,96,26,51,False,1523466120
43,54,57,27,16,94,72,78,64,37,True,1522256950
56,92,100,87,110,8,21,2,52,111,False,1527182064
44,21,96,64,100,114,113,110,84,87,False,1523984807
8,74,102,23,87,42,12,44,64,30,False,1524680288
12,25,64,16,89,34,77,78,101,37,False,1528643145
74,41,40,90,27,12,35,55,60,87,True,1503770379
35,6,98,71,111,99,12,76,27,87,True,1501093343
95,39,2,37,3,13,114,52,69,30,True,1528571330
9,69,23,89,37,12,78,43,64,3,True,1528632158
34,67,47,84,87,75,95,96,26,88,True,1497897411
21,4,100,30,65,72,43,104,88,91,True,1528628784
109,76,104,100,27,72,25,65,30,16,False,1522261449
8,43,108,30,16,74,72,41,27,64,True,1521655228
4,15,53,86,88,39,18,104,16,27,True,1503848023
109,74,120,16,20,44,33,32,51,26,True,1523468837
39,56,99,90,86,95,43,52,100,85,False,1528547272
106,21,22,69,87,43,4,101,88,30,True,1528639708
11,42,16,102,64,57,8,76,88,27,False,1525198167
11,42,69,30,110,54,25,29,16,87,False,1522866096
33,21,81,107,119,95,70,58,53,91,False,1524506157
59,47,7,25,75,101,63,60,16,64,True,1500571120
80,25,64,16,85,47,67,2,37,101,False,1527412616
106,42,27,19,28,76,120,100,51,64,False,1523297968
89,9,104,16,86,18,25,96,27,88,True,1503767369
99,47,75,27,26,8,12,108,86,68,False,1522262929
53,54,11,14,87,95,97,32,5,96,True,1524683425
47,106,96,5,103,59,114,97,3,111,False,1530368151
8,17,30,16,60,54,21,38,52,64,True,1525198519
46,76,102,89,64,74,95,96,112,3,False,1528654265
81,72,31,97,119,48,47,57,89,87,False,1522256388
54,78,52,79,28,44,35,108,64,7,True,1528132311
8,76,104,3,68,25,19,16,69,119,False,1522256896
74,56,41,16,50,72,34,7,14,86,False,1497984700
41,22,49,119,64,42,34,120,27,103,False,1523985086
94,98,57,16,87,46,81,99,100,30,True,1522606822
109,39,100,2,26,25,15,55,103,64,False,1525630621
76,25,38,37,101,72,47,104,103,86,True,1528304662
10,47,69,68,100,48,49,38,91,83,False,1527418147
11,20,51,64,86,25,93,57,16,68,True,1499710796
12,104,43,23,68,48,13,120,107,3,False,1523984022
104,114,69,30,57,12,21,2,101,42,False,1525802406
13,41,32,30,110,48,23,60,26,91,False,1526804150
52,69,72,16,30,49,6,13,27,119,True,1523981281
74,42,40,27,88,12,25,41,71,87,True,1503594369
12,22,51,103,87,44,13,16,107,68,True,1525201578
114,97,105,16,20,74,72,108,103,87,True,1525367997
40,4,65,88,86,47,12,57,87,16,False,1502989552
101,56,78,53,111,6,21,64,88,20,True,1525972768
56,12,41,64,7,11,54,106,51,31,False,1499109855
17,1,16,60,30,18,44,78,22,87,False,1525885633
61,53,52,21,64,72,34,2,92,30,True,1523040217
11,54,27,51,28,46,40,7,88,37,False,1502216088
70,88,113,100,26,76,95,19,62,86,False,1522259650
109,49,27,41,101,11,12,102,30,23,False,1527790795
11,70,78,25,60,45,44,27,108,84,True,1523643407
81,78,47,51,27,54,56,110,28,64,True,1521754877
22,4,69,21,75,77,17,52,3,66,False,1528550878
92,54,120,89,64,17,72,16,52,37,False,1528531808
11,104,62,86,109,70,114,119,79,14,False,1525370458
54,106,13,103,86,42,74,97,100,87,True,1524505160
8,12,97,27,32,109,23,78,30,60,True,1523294242
99,54,25,16,5,48,102,33,71,42,True,1521741723
11,98,51,100,3,25,56,119,78,27,True,1524678796
80,9,2,3,103,48,25,38,52,79,True,1528555541
72,49,78,100,20,15,38,43,51,87,True,1521751238
77,47,38,21,37,39,54,55,64,3,True,1528629264
95,94,16,107,30,76,54,100,13,68,True,1523473360
114,49,108,30,107,19,76,33,16,68,False,1522083703
54,47,78,64,3,11,15,60,52,51,True,1528539873
11,95,29,50,84,41,46,16,64,85,False,1525371832
1,15,49,64,103,54,52,13,89,87,False,1523384060
94,25,69,103,26,35,18,30,23,7,False,1524763747
46,72,16,101,85,25,2,21,100,3,False,1527417567
104,25,21,64,27,6,106,55,39,86,False,1498502175
94,16,86,20,107,113,39,7,37,87,False,1498497418
4,52,21,60,64,17,87,12,16,57,True,1528545305
28,25,29,60,27,54,75,96,20,72,True,1522084684
49,95,51,28,3,34,93,21,60,30,False,1528559163
10,17,96,52,84,8,13,16,100,86,True,1525888621
35,6,102,75,87,25,54,65,68,16,False,1498583254
69,19,76,105,51,25,80,13,75,89,True,1524765069
34,72,69,91,20,10,23,2,68,28,True,1528552181
94,47,96,30,68,12,79,15,87,71,True,1523302386
15,48,41,103,30,13,42,47,27,3,False,1524768278
4,43,86,96,16,54,39,55,64,3,False,1528570124
72,96,47,21,30,67,43,13,103,37,False,1528555423
6,53,40,107,27,35,72,29,87,28,True,1499015252
35,6,27,102,71,15,44,16,2,30,False,1503511763
11,15,7,5,28,25,44,99,88,20,True,1498587774
8,15,100,29,30,56,72,51,78,27,True,1522086018
44,108,74,119,30,114,11,33,23,86,False,1524160234
11,120,105,1,26,46,22,38,86,91,False,1525887558
48,74,9,89,64,8,25,2,52,87,True,1528565076
114,76,64,69,100,74,72,102,26,16,False,1527099951
95,75,100,103,68,8,39,57,16,119,False,1522775398
35,56,99,27,31,47,12,108,20,87,True,1522862086
61,108,76,119,79,23,54,101,74,69,True,1525372423
47,29,34,16,26,73,72,101,20,5,False,1522343865
45,54,47,103,86,39,42,52,16,26,True,1525800435
21,93,105,28,26,67,49,38,14,3,False,1525803295
63,49,78,100,87,15,54,52,51,68,True,1527444412
54,21,51,60,30,4,2,47,79,71,True,1528545205
96,44,39,37,60,18,49,29,87,90,False,1501096323
25,59,88,7,111,35,4,16,23,5,False,1498493190
56,81,63,62,20,73,53,55,32,3,False,1522777493
36,41,13,7,30,113,1,64,53,50,True,1503421837
11,95,108,101,119,48,92,53,86,16,False,1525974809
80,23,60,91,20,95,25,16,103,87,True,1528536290
39,54,53,20,87,12,38,22,86,68,False,1521742314
95,17,69,27,68,94,43,111,29,30,True,1523988856
6,76,26,51,89,40,43,27,38,68,True,1522260511
48,25,108,64,37,74,114,2,52,111,False,1528552998
34,80,7,60,87,25,42,16,68,100,False,1499715110
44,61,99,30,101,76,47,69,119,87,False,1524158825
74,54,30,23,51,72,82,108,16,87,True,1523552688
74,7,15,27,71,25,20,36,16,64,False,1501445959
95,11,102,100,119,54,27,47,98,16,True,1523212144
1,97,45,86,16,44,51,88,87,103,False,1528535313
41,76,7,23,86,59,13,2,71,37,False,1500568688
45,69,109,62,87,16,49,89,43,30,True,1522170975
76,15,2,64,100,74,102,95,7,87,True,1503339314
109,89,27,47,16,8,34,78,23,87,False,1521745417
11,15,23,16,86,8,46,108,57,119,True,1523379847
2,114,101,15,30,82,102,49,50,103,True,1523038421
1,36,16,57,87,40,41,97,51,27,False,1502992360
44,43,27,29,87,109,49,55,68,89,False,1524682954
114,23,13,85,30,29,42,87,68,100,False,1523988068
9,41,102,89,64,17,93,103,104,37,True,1528645629
10,104,21,114,68,32,70,105,71,79,True,1525196759
25,43,52,79,96,74,104,95,60,26,False,1527354888
48,15,49,64,87,11,8,29,30,84,True,1521660222
86,55,21,41,30,53,93,101,68,14,False,1525801572
8,22,41,27,110,109,76,16,87,14,True,1522437037
82,74,60,88,68,54,30,22,69,111,True,1525798936
95,43,16,63,86,72,13,69,68,107,True,1522087297
10,22,2,88,26,104,72,16,52,37,True,1528542187
109,12,69,87,64,25,54,15,16,68,False,1527333306
74,36,51,86,88,39,8,7,30,107,False,1503843796
67,11,85,68,64,1,9,97,73,79,False,1522088303
92,12,108,16,68,10,34,21,87,78,True,1523822979
97,95,96,71,87,76,12,55,27,31,True,1503335202
8,11,120,14,119,42,13,63,68,16,False,1523818988
76,44,28,55,87,8,106,75,51,68,False,1498497763
12,21,2,30,101,48,45,38,85,91,False,1527412932
74,41,88,64,83,54,39,7,107,3,True,1499706351
22,81,2,52,68,10,74,69,50,7,True,1527448182
113,8,21,30,3,72,108,13,16,68,True,1527440602
49,41,38,101,30,46,67,99,52,37,True,1528534939
101,120,41,60,30,6,25,87,78,89,True,1525194150
9,41,58,16,30,6,25,21,29,3,False,1528657772
109,74,8,86,3,25,77,97,87,103,True,1524503163
36,81,88,68,37,61,53,77,50,71,True,1503597437
8,15,27,49,100,12,25,13,86,103,False,1522087405
25,70,2,64,60,43,54,110,101,23,False,1503517757
56,101,40,51,64,35,104,36,27,60,True,1502996034
8,7,43,68,71,46,110,63,64,23,True,1501088648
106,39,90,110,3,95,35,38,66,30,False,1523815866
109,97,54,30,28,11,41,110,14,27,False,1522947959
61,40,104,90,30,77,17,60,85,87,True,1529849402
54,106,87,29,60,49,70,16,51,68,False,1522001006
25,54,29,86,119,48,76,47,16,68,True,1524157306
8,76,2,16,87,114,102,45,51,64,False,1522694237
49,106,97,5,3,13,67,53,71,37,True,1530357638
46,110,77,16,50,104,91,14,45,19,True,1499018892
70,17,5,55,107,1,69,13,68,16,True,1525370029
35,109,52,30,7,45,38,64,92,27,False,1524764102
49,95,69,60,87,114,43,2,22,3,True,1528554556
43,41,25,86,3,61,77,104,68,16,False,1522176995
72,44,53,102,28,45,42,104,16,87,True,1523469589
93,38,43,86,3,48,25,108,79,52,True,1528531785
11,1,16,62,30,8,94,29,103,27,True,1522256555
47,21,2,84,87,51,43,44,26,107,False,1521747863
4,13,64,68,16,39,72,55,86,107,True,1500138354
18,25,29,37,87,35,109,41,16,5,True,1502132755
53,45,114,21,30,95,34,101,51,3,False,1528531370
74,70,96,5,3,106,25,2,85,37,True,1530377198
34,42,120,68,84,35,41,57,20,16,True,1524677120
35,42,99,60,37,25,95,28,20,87,False,1497891962
35,44,99,30,3,20,9,39,21,5,False,1523645384
39,18,97,87,7,77,98,26,60,75,True,1499623802
73,15,52,119,86,23,48,57,16,27,True,1522774967
17,8,88,5,23,77,102,15,16,87,True,1499022490
43,85,72,27,28,23,40,104,3,88,False,1528547493
63,95,74,60,30,43,108,37,32,16,True,1525111754
1,29,15,16,27,22,81,41,31,26,False,1522865282
102,95,21,16,30,6,64,43,65,91,True,1528634203
48,74,33,64,31,17,8,29,16,86,False,1526492550
76,93,108,62,27,43,35,19,64,51,True,1523290212
48,22,16,69,79,72,47,101,38,87,True,1527625438
74,47,29,75,71,9,12,110,37,87,False,1502127487
95,38,39,64,16,11,13,18,51,87,True,1527095013
93,99,98,64,60,48,21,108,84,87,True,1527185470
93,25,120,89,87,8,39,49,86,64,True,1524081081
48,47,38,101,84,12,108,74,64,30,True,1521745482
95,114,19,66,68,22,100,49,96,27,True,1523985528
17,20,13,3,71,48,49,120,87,31,True,1525626684
77,9,40,103,30,22,106,51,87,119,True,1528542110
48,46,108,16,87,17,72,38,20,27,True,1522180234
46,81,102,87,28,95,74,51,3,101,False,1525108401
12,35,96,111,30,44,56,110,71,27,False,1522259613
43,54,29,87,84,76,35,2,30,75,True,1499106580
109,17,13,87,7,92,114,58,86,16,False,1523556287
49,6,86,29,84,95,106,32,97,3,False,1523037948
109,92,119,107,87,12,74,47,30,51,True,1523818999
45,90,53,38,70,22,23,69,9,27,True,1522258825
25,40,65,100,37,92,6,21,83,16,False,1527408562
11,114,29,3,14,35,43,99,16,26,True,1523988350
93,43,55,101,87,113,4,104,111,20,True,1525799195
25,67,27,2,91,21,72,69,84,64,True,1525283296
6,52,51,30,23,95,76,96,16,87,False,1528549355
82,74,52,114,5,14,22,3,27,71,True,1525974982
67,49,78,22,83,106,25,9,16,37,False,1530351992
8,46,51,112,86,13,6,47,16,37,True,1497978670
17,81,103,51,111,41,120,45,101,3,True,1527009478
8,75,64,104,27,25,18,88,37,23,False,1499101539
11,8,51,100,75,108,72,47,89,30,True,1523294091
41,25,57,64,88,119,44,96,37,30,True,1525374910
72,25,49,30,23,11,19,51,103,86,True,1523713350
44,13,28,20,30,80,92,38,37,100,False,1523731787
8,49,96,68,100,48,39,108,28,119,False,1523728513
25,43,49,107,68,11,72,57,86,3,True,1523548482
46,109,30,120,89,10,49,13,103,86,True,1523791993
72,13,28,30,20,109,92,96,100,3,True,1523707209
41,94,15,88,5,11,81,100,51,119,False,1523704134
12,77,108,100,26,53,72,13,119,83,True,1523783269
19,76,69,119,26,25,72,102,83,86,False,1523525597
94,13,120,89,87,52,47,49,100,119,True,1523621959
12,43,15,100,50,11,63,38,89,20,True,1523797786
61,15,90,16,68,74,43,88,30,100,True,1523553459
95,47,49,26,62,54,43,16,86,3,False,1523543272
109,19,29,53,26,42,102,22,16,86,True,1523534283
61,43,120,26,100,109,64,53,119,79,False,1523642958
109,17,69,87,89,34,53,49,120,68,True,1523617293
109,15,55,60,26,11,40,108,86,7,True,1523806492
11,54,108,87,100,15,76,119,41,107,False,1523723445
12,15,16,100,64,35,45,53,19,87,True,1523819767
98,49,108,100,3,95,19,66,60,86,False,1523637058
95,47,69,16,30,109,19,60,86,83,False,1523633755
92,15,41,100,30,63,43,65,7,26,True,1523812120
43,13,102,7,26,95,61,49,90,100,False,1523816287
13,48,38,86,68,46,43,16,23,30,True,1523556827
109,23,119,57,89,54,25,38,87,103,False,1523610278
52,80,102,107,86,25,114,96,119,5,False,1523629010
54,23,120,89,68,72,25,38,90,86,False,1523801431
109,108,47,88,68,8,43,97,23,87,False,1523786593
54,108,43,68,26,109,11,60,30,100,False,1523698571
41,76,60,100,68,54,92,16,86,87,True,1523689506
12,49,69,103,87,109,15,108,86,100,False,1523539475
25,43,86,41,83,64,54,108,88,68,False,1523647380
94,13,19,119,26,76,72,69,100,30,True,1523718745
9,42,7,107,68,95,22,96,71,5,True,1507541490
93,39,55,16,88,25,9,41,23,27,False,1500973725
18,43,38,107,68,114,26,28,60,87,False,1500372910
47,80,37,64,60,9,59,57,16,25,False,1509015104
17,69,77,86,60,4,34,40,7,112,True,1508150611
69,12,9,86,68,53,40,22,27,71,False,1508230908
34,4,7,68,85,73,20,33,107,86,False,1510394625
9,72,69,71,112,49,14,81,91,68,False,1510387702
81,47,19,62,112,9,99,76,27,84,True,1511679600
72,40,39,88,27,99,35,96,86,51,True,1499684458
1,40,108,7,64,74,54,16,23,68,True,1507631421
81,39,29,16,30,54,13,88,69,100,True,1510650295
39,2,4,62,26,11,47,53,28,31,True,1510220936
95,34,62,55,26,1,69,39,31,71,True,1509617242
46,16,63,87,31,35,95,104,88,5,False,1499767276
63,54,71,99,5,48,36,38,102,64,False,1499161530
17,9,104,23,87,48,34,7,107,112,False,1509614675
11,70,96,112,27,48,17,78,32,26,False,1510218066
57,43,1,107,64,39,41,96,16,68,False,1509962837
25,77,7,60,37,113,4,16,88,30,True,1499936404
15,39,38,28,84,98,36,19,107,112,True,1511676358
73,57,22,30,64,35,41,13,32,26,False,1510741291
53,47,54,75,71,74,44,108,27,88,True,1507806216
39,78,106,64,85,72,13,29,91,3,False,1510569281
35,77,78,26,28,82,48,102,79,64,False,1510743695
8,22,96,64,100,40,74,114,27,31,False,1501753751
13,67,7,71,27,45,16,41,107,68,True,1508233818
74,95,71,7,68,18,21,69,64,23,True,1508058239
44,16,40,39,27,8,22,53,68,71,False,1510132010
18,39,38,60,87,48,13,29,112,88,True,1511565945
106,9,108,88,31,74,109,92,65,71,True,1508756554
48,43,38,71,20,72,13,78,28,111,False,1510135479
1,13,38,75,32,74,6,55,112,51,False,1511172820
25,6,112,16,102,40,45,15,103,27,False,1501668252
43,54,40,28,86,74,18,96,75,20,False,1509529111
113,36,104,23,68,95,34,41,110,7,False,1507633483
114,39,97,60,27,59,9,7,16,68,False,1507715904
41,74,42,20,85,94,19,97,86,111,True,1510655351
106,53,76,64,88,11,33,4,107,68,False,1507799067
25,42,7,92,5,46,95,38,64,16,False,1500887467
11,63,28,51,37,18,106,33,64,14,True,1501495108
48,22,38,62,30,43,99,29,28,112,False,1511348707
22,8,69,7,30,1,74,38,58,112,False,1511262134
46,58,81,107,68,40,114,97,64,88,True,1507803675
98,69,12,20,107,43,81,96,28,27,False,1510135594
9,8,58,71,31,106,20,40,23,64,True,1508926990
34,70,102,27,71,23,114,36,7,20,True,1508752723
114,74,102,7,27,34,54,9,64,51,True,1508749203
1,49,97,16,111,98,74,38,75,20,True,1510131655
82,8,7,60,87,47,80,13,62,5,True,1499249159
109,8,69,84,91,9,40,41,64,75,True,1508321433
25,72,51,65,111,12,39,38,16,64,False,1502182854
21,19,75,65,87,8,13,51,68,71,False,1510564598
46,74,7,27,88,49,54,13,86,107,True,1508320922
17,19,99,64,28,81,39,29,14,87,False,1511173000
40,9,41,75,20,43,44,69,92,86,True,1507802501
52,94,65,84,91,59,77,69,85,26,False,1511258559
93,47,14,7,87,72,78,39,71,3,False,1511344896
48,22,104,88,37,1,11,41,51,50,True,1500454955
74,41,7,64,51,72,13,65,27,86,False,1501664504
22,39,64,29,85,114,17,68,103,51,False,1511569038
113,17,96,64,23,73,78,63,71,3,True,1510222852
74,96,8,87,107,22,15,4,64,51,True,1509354365
